"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";
"Hotel";"3";"NUEVO ARLANZA";"PZA/DOÑA URRACA,11";"09346";"Burgos";"Covarrubias";"COVARRUBIAS";"COVARRUBIAS";"947400511";"";"";"947400513";"info@hotelnuevoarlanza.com";"";"";"";
"Hostal Residencia";"2";"MIRADOR DEL PEDROSO";"CL/LA PLAZA,2";"09614";"Burgos";"Barbadillo del Pez";"BARBADILLO DEL PEZ";"BARBADILLO DEL PEZ";"947380293";"";"";"";"losausines@telefonica.net";"";"";"";
"Hostal";"2";"JARA";"Ctra Madrid-Coruña, km 260,700";"49600";"Zamora";"Benavente";"BENAVENTE";"*DISEMINADO*";"980636525";"";"";"980637403";"";"";"";"";
"Hostal";"1";"EL SALAO";"C/ ZAMORA, Nº 1";"49562";"Zamora";"Villardeciervos";"VILLARDECIERVOS";"VILLARDECIERVOS";"980654901";"";"";"980654901";"";"";"";"";
"Hotel Residencia";"3";"VILLA DE CACABELOS";"PLAZA DEL PARQUE, 8";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"987548148";"";"";"";"reservas@hotelvilladecacabelos.es";"www.hotelvilladecacabelos.es";"";"";
"Pensión";"";"ALEVIA";"RUA MAYOR, 20, 1ºIZDA.";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923265284";"";"";"923265284";"info@pensionalevia.com";"";"";"";
"Hotel";"4";"VINCCI FRONTAURA";"PASEO DE ZORRILLA, Nº 332";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983247540";"";"";"983247669";"frontaura@vinccihoteles.com";"";"";"";
"Hotel";"3";"PUENTE DE GARRAY";"RAMÓN BENITO ACEÑA, 3";"42162";"Soria";"Garray";"GARRAY";"GARRAY";"975252197";"";"";"975229998";"";"";"";"";
"Hotel";"4";"EL VALLÉS";"CTRA/MADRID-IRÚN, KM. 280";"09240";"Burgos";"Briviesca";"BRIVIESCA";"*DISEMINADO*";"947590025";"";"";"947592484";"reception@hotelelvalles.com";"www.hotelelvalles.com";"";"";
"Hostal Residencia";"1";"LA FABRICA";"C/ LA FRAGUA, 35";"37147";"Salamanca";"Villar de Peralonso";"VILLAR DE PERALONSO";"VILLAR DE PERALONSO";"923518043";"605862242";"";"";"bar.zurich@gmail.com";"www.arribes.net/restaurante_zurich";"";"";
"Motel";"3";"VENUS";"CTRA. ADANERO-GIJÓN, N 601,  KM. 202,5";"47620";"Valladolid";"Villanubla";"VILLANUBLA";"*DISEMINADO*";"983561060";"";"";"983561053";"contacto@motelesvenus.com";"";"";"";
"Hostal Residencia";"1";"EL HORNO";"C/RAÑADERO, 3";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"987453203";"627554260";"619353433";"";"jeroquin@iservicesmail.com";"www.hostalelhorno.com";"";"";
"Hotel";"4";"SILKEN GRAN TEATRO";"AVDA/ARLANZÓN,8";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947253900";"";"";"947253901";"reservas.granteatro@hoteles-silken.com";"www.hotelgranteatro.com";"";"";
"Hostal Residencia";"2";"ALFAGEME";"PLAZA LA HUERTA, 1";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987840490";"";"";"";"hotelalfageme@hotmail.com";"";"";"";
"Hotel Residencia";"3";"MILAGROS RÍO RIAZA";"AVDA/CASTILLA, 53";"09460";"Burgos";"Milagros";"MILAGROS";"MILAGROS";"947548161";"";"";"947548189";"info@hotelmilagrosriaza.com";"www.hotelmilagrosriaza.com";"";"";
"Hotel Residencia";"3";"MOLINO DEL AGUEDA";"BAJADA DE SANTA CRUZ, 37";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923460072";"";"";"923461499";"hotel@hotelmolinodelagueda.com";"www.hotelmolinodelagueda.com";"";"";
"Residencia Apartamento";"2";"SANTA MARINA";"C/ SANTA MARINA, 1";"40200";"Segovia";"Cuéllar";"CUELLAR";"CUELLAR";"921142786";"921142445";"659341809";"";"";"";"";"";
"Hotel";"2";"LA COCHERA";"Bº MERCADILLO, S/N-ENTRAMBASAGUAS-";"09588";"Burgos";"Valle de Mena";"VILLASANA DE MENA";"VILLASANA DE MENA";"947126663";"";"";"947141300";"info@grupodonpablo.com";"www.grupodonpablo.com";"";"";
"Hostal Residencia";"1";"LA PUERTA DEL PERDON";"PLAZA PRIM, 4";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"987540614";"";"";"";"info@lapuertadelperdon.com";"www.lapuertadelperdon.com";"";"";
"Hotel Residencia";"2";"LAS FUENTES";"CTRA. SAN ILDEFONSO, Nº 23";"40160";"Segovia";"Torrecaballeros";"TORRECABALLEROS";"TORRECABALLEROS";"921401573";"";"";"921401573";"";"";"";"";
"Hotel Residencia";"2";"CASTILLA";"CLAUSTRILLA, 5";"42001";"Soria";"Soria";"SORIA";"SORIA";"975123543";"";"";"975220627";"wifredo@soriadormir.com";"";"";"";
"Hostal Residencia";"1";"VALDERAS";"C/ SANTA TERESA, 2 Y 4";"24220";"León";"Valderas";"VALDERAS";"VALDERAS";"987762018";"987763100";"";"";"";"";"";"";
"Hotel";"2";"LA TREBEDE";"C/ ALAMO, S/N. POLIGONO INDUSTRIAL";"40140";"Segovia";"Valverde del Majano";"VALVERDE DEL MAJANO";"VALVERDE DEL MAJANO";"921490439";"";"";"";"latrebededesegovia@hotmail.com";"www.latrebede.es";"";"";
"Hotel";"3";"EL ESPINAR";"CTRA. NACIONAL VI, KM. 66,6";"40400";"Segovia";"Espinar (El)";"ESPINAR (EL)";"ESPINAR (EL)";"921183232";"";"";"921182531";"recepcion@hotelelespinar.es";"www.hotelelespinar.es";"";"";
"Hotel";"2";"MI HOTELITO VILORIA";"PZA/MAYOR,16";"09259";"Burgos";"Viloria de Rioja";"VILORIA DE RIOJA";"VILORIA DE RIOJA";"947585225";"676390240";"";"947585225";"mihotelito@mihotelito.es";"www.mihotelito.es";"";"";
"Hostal";"1";"LA TINTORERIA";"AV. LACIANA, 17";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987470409";"";"";"";"";"";"";"";
"Hotel";"4";"ABADIA DE LOS TEMPLARIOS";"CTRA. SALAMANCA-LA ALBERCA, KM. 76";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923423107";"923415413";"615382432";"923415413";"info@abadiadelostemplarios.com  /   fernando@palaciodelostemplarios.com";"www.abadiadelostemplarios.com";"";"";
"Hostal";"2";"MEU-LAR";"C/ PRINCIPAL, Nº 1";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983407630";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"LA HORRA";"CL/SANTA MARÍA, 34";"09311";"Burgos";"Horra (La)";"HORRA (LA)";"HORRA (LA)";"660320925";"";"";"";"santi_vicente1984@hotmail.com";"";"";"";
"Hotel";"2";"EL TRATADO";"VALDEHUERTOS, Nº 8";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"983797778";"695418737";"";"983797656";"info@hoteleltratado.com";"www.hoteleltratado.com";"";"";
"Hotel";"3";"PUENTE ROMANO";"TRAVESÍA MERINDAD DE LOSA, S/N";"09510";"Burgos";"Valle de Losa";"QUINCOCES DE YUSO";"QUINCOCES DE YUSO";"947194089";"687203823";"";"947194001";"info@hotelrestaurantepuenteromano.es";"www.hotelrestaurantepuenteromano.com";"";"";
"Hotel";"4";"EL RONDON";"CTRA. DE VILLACASTIN, 6";"05260";"Ávila";"Cebreros";"CEBREROS";"CEBREROS";"918630460";"609223033";"";"918630201";"info@el rondon.es; escuelas@escuelascampesinas.org";"www.elrondon.es";"";"";
"Hotel Apartamento";"3";"APARTAHOTEL PLATA";"AVDA. DE BURGOS, 17-19";"34200";"Palencia";"Venta de Baños";"VENTA DE BAÑOS";"VENTA DE BAÑOS";"979771211";"979770199";"";"979761171";"contacto@okhoteles.es";"www.okhoteles.es";"";"";
"Hotel";"4";"EUROSTARS LEON";"C/VELAZQUEZ, 18";"24005";"León";"León";"LEON";"LEON";"987208520";"";"";"";"info@eurostarsleon.com";"www.eurostarshotels.com";"";"";
"Pensión";"";"JAC";"PLAZA MAYOR, Nº 11";"47340";"Valladolid";"Sardón de Duero";"SARDON DE DUERO";"SARDON DE DUERO";"983680301";"";"";"";"";"";"";"";
"Hostal";"1";"VIRGEN DE VIFORCOS";"EL CAMPO, S/N";"24743";"León";"Encinedo";"QUINTANILLA DE LOSADA";"QUINTANILLA DE LOSADA";"987654913";"";"";"";"www.virgendeviforcos.net";"";"";"";
"Pensión";"";"CASTILLEJOS I";"PASEO CANALEJAS, 100, 2ºA";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"630033101";"923612711";"";"";"";"";"";"";
"Pensión";"";"CASTILLEJOS II";"PASEO CANALEJAS, 100, 2ºB";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"630033101";"923614120";"";"";"";"";"";"";
"Hotel Residencia";"2";"VALCARCE HOTELES";"CTRA. N-630, KM-153,6";"24231";"León";"Onzonilla";"ONZONILLA";"ONZONILLA";"987346010";"";"";"987346246";"valcarce@grupovalcarce.com";"";"";"";
"Hostal Residencia";"2";"ACUARELA";"CL/GUARDIA CIVIL,7";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947205050";"";"";"947267714";"reservas@hostalacuarela.com";"www.hostalacuarela.com";"";"";
"Hostal Residencia";"1";"EL PEREGRINO";"ANTIGUA N-VI, S/N.";"24524";"León";"Vega de Valcarce";"PORTELA DE VALCARCE (LA)";"PORTELA DE VALCARCE (LA)";"987543197";"";"";"";"reservas@laportela.com";"www.laportela.com";"";"";
"Hostal Residencia";"2";"EL RINCON DE GALA";"VENERABLE PALAFOX, 9";"42001";"Soria";"Soria";"SORIA";"SORIA";"975214254";"";"";"";"";"";"";"";
"Pensión";"";"""SERAFIN""";"C/ FEDERICO MAYO, 22-2º-C";"34005";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979107301";"979748906";"677108468";"";"";"";"";"";
"Hotel";"3";"SAN ANTONIO ABAD";"CL/HOSPITAL,4";"09257";"Burgos";"Villafranca Montes de Oca";"VILLAFRANCA MONTES DE OCA";"VILLAFRANCA MONTES DE OCA";"947582149";"947582150";"661555841";"947582149";"hotelsanantonioabad.com";"www.hotelsanantonioabad@gmail.com";"";"";
"Pensión";"";"ATALAYA";"PLAZA JARDINES, Nº 1";"47330";"Valladolid";"Traspinedo";"TRASPINEDO";"TRASPINEDO";"983682083";"";"";"";"";"";"";"";
"Hotel Residencia";"4";"ABAD SAN ANTONIO";"ALTOS DE NAVA, S/N.";"24008";"León";"León";"LEON";"LEON";"987875716";"987073032";"";"987072033";"direccionleocasa@gmail.com";"";"";"";
"Hotel Residencia";"2";"EL PORTICO";"PLAZA ESPAÑA, 7";"37300";"Salamanca";"Peñaranda de Bracamonte";"PEÑARANDA DE BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"923540175";"654544888";"";"923540175";"info@elporticohotel.es";"www.elporticohotel.es";"";"";
"Hostal Residencia";"2";"ART SORIA";"NAVAS DE TOLOSA, 21";"42001";"Soria";"Soria";"SORIA";"SORIA";"975213463";"";"";"975227709";"info@hostalartsoria.com";"";"";"";
"Hotel Residencia";"2";"ÁREA DE SERVICIO RIBERA DEL DUERO";"CTRA/NACIONAL A-1,KM,189,900";"09349";"Burgos";"Cilleruelo de Abajo";"CILLERUELO DE ABAJO";"CILLERUELO DE ABAJO";"947170003";"";"";"947172030";"";"";"";"";
"Hotel";"5";"HACIENDA ABASCAL";"CARRETERA N-122. KM. 321,5";"47360";"Valladolid";"Quintanilla de Arriba";"QUINTANILLA DE ARRIBA";"QUINTANILLA DE ARRIBA";"983878700";"";"";"";"abascal@haciendas-españa.es";"www.haciendas-espana.com";"";"";
"Hostal";"1";"HOSTAL PEÑAS";"C/ CANTARRANAS, Nº 11";"40173";"Segovia";"Pedraza";"VELILLA (LA)";"VELILLA (LA)";"921509949";"";"";"";"";"";"";"";
"Hotel";"5";"MARQUÉS DE LA ENSENADA";"AVENIDA GIJÓN, Nº 1";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983361491";"606606473";"";"983359272";"hotel@marquesdelaensenada.com";"www.marquesdelaensenada.com";"";"";
"Hostal Residencia";"1";"BRASIL";"CALLEJON DE SAN CLEMENTE, 3";"42002";"Soria";"Soria";"SORIA";"SORIA";"975211443";"";"";"";"";"";"";"";
"Hotel Apartamento";"2";"APARTAHOTEL COMFORSUITE";"PASEO DE LA ZARCILLA, Nº 6";"47151";"Valladolid";"Boecillo";"BOECILLO";"BOECILLO";"983552984";"";"";"";"apartahotel comforsuite";"";"";"";
"Pensión";"";"LA CANTINA DE PEDROSA";"PZA/PÍO MARTINEZ, 6";"09131";"Burgos";"Pedrosa de Río Úrbel";"PEDROSA DE RIO-URBEL";"PEDROSA DE RIO-URBEL";"947451171";"625520014";"";"";"";"";"";"";
"Hotel";"3";"""AREA DE SERVICIO LOS CHOPOS""";"AUTOVIA LEÓN-BURGOS, P-236 KM. 0,750";"34469";"Palencia";"Villaherreros";"VILLAHERREROS";"VILLAHERREROS";"979065980";"606334341";"";"";"";"";"";"";
"Hotel";"3";"ARCOS";"C/ CARDENAL PACHECO, 11";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923480749";"";"";"923480749";"";"";"";"";
"Hostal Residencia";"2";"JIRANI";"CASTILLEJOS, 2";"42130";"Soria";"Almenar de Soria";"ALMENAR DE SORIA";"ALMENAR DE SORIA";"975390014";"";"";"";"";"";"";"";
"Hotel";"3";"HOTEL BOUTIQUE & SPA CAPITULO TRECE";"C/ San Miguel, nº 18";"40554";"Segovia";"Maderuelo";"MADERUELO";"MADERUELO";"921556395";"687553338";"";"";"";"";"";"";
"Pensión";"";"LA CAÑADA";"CTRA/BURGOS,3";"09127";"Burgos";"Valle de Valdelucio";"FUENCALIENTE DE LUCIO";"FUENCALIENTE DE LUCIO";"947363584";"";"";"947363584";"información@hotellacanada.com";"www.hotellacanada.com";"";"";
"Hotel";"3";"VITTORIA COLONNA";"C/ SAN JUAN, Nº 2 A - 5";"47800";"Valladolid";"Medina de Rioseco";"MEDINA DE RIOSECO";"MEDINA DE RIOSECO";"983725087";"648614070";"";"";"reservas@vittoriacolonna.com";"";"";"";
"Hotel";"3";"SANTANA HOTEL";"Ctra. Segovia - La Granja, km. 8";"40194";"Segovia";"Palazuelos de Eresma";"PARQUE ROBLEDO";"PARQUE ROBLEDO";"921474178";"921474179";"";"921474173";"info@santanahotel.es";"www.santanahotel.es";"";"";
"Pensión";"";"EL VALLE";"Ctra. Castroserna, nº 1";"40318";"Segovia";"Castroserna de Abajo";"CASTROSERNA DE ABAJO";"CASTROSERNA DE ABAJO";"921543889";"921543886";"";"";"";"";"";"";
"Hotel";"3";"VALDELINARES";"LA IGLESIA, 40";"42318";"Soria";"Valdemaluque";"VALDELINARES";"VALDELINARES";"975055996";"";"";"975055996";"info@valdelinar.es";"www.valdelinar.es";"";"";
"Hotel";"1";"ENTREARCOS";"CL/VIRGEN DE LA PALOMA,4";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947252911";"633075199";"";"";"entrearcos@aldahostels.es";"www.entrearcos.es";"";"";
"Hotel";"4";"GAREUS";"C/ COLMENARES, Nº 2";"47004";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983214333";"";"";"983214334";"recepcion@hotelgareus.com";"www.hotelgareus.com";"";"";
"Hotel";"4";"MIRADOR DEL MONCAYO";"DOCTOR SALCEDO, 28";"42110";"Soria";"Ólvega";"OLVEGA";"OLVEGA";"976196346";"";"";"";"info@miradordelmoncayo.es";"";"";"";
"Hotel Apartamento";"4";"HALL 88";"PEÑA DE FRANCIA, S/N";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923280188";"";"";"923263943";"reservas@hall88apartahotel.com";"www.hall88apartahotel.com";"";"";
"Hotel";"1";"SARDÓN RURAL LA PUERTA DE LA RIBERA";"AVENIDA DE SORIA, S/N";"47340";"Valladolid";"Sardón de Duero";"SARDON DE DUERO";"SARDON DE DUERO";"983687010";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"VILLACOBOS";"CL/SAN MIGUEL,19";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"625651425";"";"";"947147695";"ramonarenal@hotmail.com";"wwwhostalruralvillacobos.com";"";"";
"Hostal";"2";"CATALINA DE AUSTRIA";"C/ AFUERA Nº 69";"34230";"Palencia";"Torquemada";"TORQUEMADA";"TORQUEMADA";"979 800 474";"661421597";"";"";"";"";"";"";
"Hostal Residencia";"1";"ESCALA LUNA";"C/ MELENDEZ, 13, 1º";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923218749";"687440645";"";"923218749";"info@escalaluna.com";"www.escalaluna.com";"";"";
"Pensión";"";"LA PENSION DE BLANCA";"AV. PICOS DE EUROPA, 4";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"676191829";"";"";"";"";"";"";"";
"Pensión";"";"CONVENTO  DE FONCEBADON";"C/REAL, S/N.";"24722";"León";"Santa Colomba de Somoza";"FONCEBADON";"FONCEBADON";"658974818";"";"";"";"conventodefoncebadon@telefonica.net";"";"";"";
"Hotel Residencia";"2";"ASTURA";"C/LUIS ALONSO, 17";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987742711";"";"";"";"";"";"";"";
"Hotel Residencia";"1";"Q'H CENTRO LEON";"C/LOS CUBOS, 6";"24007";"León";"León";"LEON";"LEON";"987875580";"";"";"";"info@qhhoteles.com";"www.qhhoteles.com";"";"";
"Hotel";"2";"JARAMA";"C/ Bajada de Florian de Ocampo, nº 2";"49005";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980513227";"667555891";"";"";"info@hoteljarama.com";"www.hoteljarama.com";"";"";
"Hotel";"3";"DEOBRIGULA";"CL/ALTA,S/N";"09130";"Burgos";"Rabé de las Calzadas";"RABE DE LAS CALZADAS";"RABE DE LAS CALZADAS";"947560540";"";"";"947560686";"direccion@hotelruralburgos.com";"www.hotelruralburgos.com";"";"";
"Hostal Residencia";"1";"LA COLMENA";"C/ CANTO GORDO, 5";"05194";"Ávila";"Ávila";"BRIEVA-VICOLOZANO";"VICOLOZANO";"920259867";"920259050";"676467500";"";"";"";"";"";
"Hostal";"2";"EL POLÍGONO";"C/ LA HINIESTA, Nº 121";"49024";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980521502";"980521502";"";"";"kima-paula@hotmail.com";"";"";"";
"Hostal Residencia";"2";"LA ALDEYA";"AV. ASTURIAS, 4";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987472419";"";"";"";"reservas@laaldeya.es";"";"";"";
"Hostal Residencia";"1";"HOSTERIA-SPA LOFT BOÑAR";"C/JUAN ANTONIO FERNANDEZ, 28-30";"24850";"León";"Boñar";"BOÑAR";"BOÑAR";"987113310";"";"";"";"soto@grupo-soto.com";"";"";"";
"Pensión";"";"A - SANTIAGO";"CAMINO DE REDOÑA,S/N";"09250";"Burgos";"Belorado";"BELORADO";"BELORADO";"947562164";"677811847";"";"947562165";"albergueasantiago@hotmail.com";"www.a-santiago.com";"";"";
"Hotel";"4";"ENARA";"C/ MONTERO CALVO, Nº 30";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983300211";"";"";"";"";"";"";"";
"Hotel";"3";"H2 ÁVILA";"C/RIO PISUERGA, 131-132";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"920213414";"";"";"";"";"";"";"";
"Hotel Residencia";"4";"VILLA DE ARANDA";"CL/SAN FRANCISCO, 1";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947546674";"";"";"947546367";"reservas@hotelvilladearanda.com";"www.hotelvilladearanda.com";"";"";
"Hostal Residencia";"1";"MAURY";"C/ PILÓN DE LUIS, Nº 97";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"659961034";"920281013";"";"";"";"www.casasruralesmaury.com";"";"";
"Hotel";"5";"GRAND HOTEL DON GREGORIO";"SAN PABLO, 80-82";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923217015";"";"";"923214736";"info@hoteldongregorio.com";"www.hoteldongregorio.com";"";"";
"Pensión";"";"CASA MARIANO";"CTRA. DE SAN RAFAEL, Nº 3";"40195";"Segovia";"Segovia";"REVENGA";"REVENGA";"921479012";"609439718";"";"";"";"";"";"";
"Hostal Residencia";"1";"DOS HERMANAS";"CAMPANARIO, 3";"37312";"Salamanca";"Alaraz";"ALARAZ";"ALARAZ";"923550069";"";"";"";"bardoshermanas@telefonica.net";"";"";"";
"Hostal";"1";"LAS CUATRO CALLES";"C/ MAYOR, 49";"05132";"Ávila";"San Martín del Pimpollar";"SAN MARTIN DEL PIMPOLLAR";"SAN MARTIN DEL PIMPOLLAR";"920348817";"626066223";"";"";"INFO@GREDOSGUIDES.ES";"WWW.GREDOSGUIDES.ES";"";"";
"Hotel";"4";"HOTEL TERMAL BURGO DE OSMA";"UNIVERSIDAD, 5";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975341419";"";"";"975341419";"";"www.castillatermal.com";"Si";"";
"Hotel Residencia";"3";"DUERO HOTEL";"AVDA. MADRID, Nº 57";"47140";"Valladolid";"Laguna de Duero";"LAGUNA DE DUERO";"LAGUNA DE DUERO";"983546009";"";"";"983544063";"info@duerohotel.es";"www.duerohotel.es";"";"";
"Hotel";"4";"LOS ALMIRANTES";"C/ SAN JUAN, 36";"47800";"Valladolid";"Medina de Rioseco";"MEDINA DE RIOSECO";"MEDINA DE RIOSECO";"983720521";"";"";"983700782";"info@losalmirantes.com";"www.losalmirantes.com";"";"";
"Hostal Residencia";"2";"CASTILLO BENAVENTE";"PARCELA 89, POLIGONO 29";"24343";"León";"Burgo Ranero (El)";"BURGO RANERO (EL)";"BURGO RANERO (EL)";"987330403";"";"";"987330406";"burgo@castillobenavente.com";"www.castillogrupo.com";"";"";
"Hostal";"2";"DOMUS VIATORIS";"CTRA. ARRIONDAS, 1";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987000000";"";"";"";"";"";"";"";
"Pensión";"";"LOS HERRERO";"PLAZA DE LA FUENTE, 3";"40152";"Segovia";"Zarzuela del Monte";"ZARZUELA DEL MONTE";"ZARZUELA DEL MONTE";"921198695";"635410387";"";"";"";"";"";"";
"Pensión";"";"AIRA DO TRIGO";"C/GENERAL, 14";"24442";"León";"Carucedo";"MEDULAS (LAS)";"MEDULAS (LAS)";"987422858";"";"";"";"";"";"";"";
"Hotel";"4";"HOTEL LEONOR CENTRO";"RAMON Y CAJAL, 5";"42002";"Soria";"Soria";"SORIA";"SORIA";"975239303";"659472948";"";"975229953";"hleonor@hotel-leonor.com";"";"";"";
"Pensión";"";"EN LA SENDA";"PLAZA PRIM, 3";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"619893127";"";"";"";"";"";"";"";
"Hotel";"4";"AROI PONFERRADA";"C/MARCELO MACIAS, 4";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987409001";"";"";"";"";"";"";"";
"Hotel Apartamento";"1";"MARÍA SALOMÉ";"CL/SAN LORENZO,24";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947203405";"";"";"";"barpancho1958@gmail.com";"";"";"";
"Hotel";"3";"VÍA NORTE";"CTRA/N-l, KM,317,5 - CAMINO FUENTE BASILIO, 14";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947347245";"947347250";"";"947347288";"reservas@via-norte.es";"www.via-norte.es";"";"";
"Hostal Residencia";"2";"SAN PEDRO";"AVDA DEL EJÉRCITO ESPAÑOL Nº 8";"34440";"Palencia";"Frómista";"FROMISTA";"FROMISTA";"979810016";"979702477";"669293087";"";"j.gonzalezruiz@telefonica.net";"";"";"";
"Hostal Residencia";"2";"SALAMANCA SUITES";"SOL ORIENTE, 15, 3ºA";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923211079";"615637090";"";"";"enriqued@gmail.com";"www.salamancasuites.com";"";"";
"Hostal";"2";"MARCOS";"CARRETERA SALAMANCA, KM. 181";"47510";"Valladolid";"Alaejos";"ALAEJOS";"ALAEJOS";"983867095";"";"";"";"info@hostalmarcos.es";"www.hostalmarcos.es";"";"";
"Hotel";"5";"HOTEL VALBUSENDA";"CTRA. PELEAGONZALO - ZAMORA";"49800";"Zamora";"Toro";"TORO";"TORO";" 980699573";"980557403";"980699573";"980670824";"direccion@valbusenda.com";"www.valbusenda.com";"";"";
"Hostal Residencia";"2";"LOS VILLARES";"C/ ROSALES, 7";"37184";"Salamanca";"Villares de la Reina";"VILLARES DE LA REINA";"VILLARES DE LA REINA";"617644358";"";"";"";"info@hostallosvillares.es";"www.hostallosvillares.es";"";"";
"Hotel Residencia";"2";"PUERTA DE LA SANTA";"C/EMPEDRADA c/v BEATA JESUS JORNET, 1";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920253501";"607880788";"";"";"reservas@hotelpuertadelasanta.com";"www.hotelpuertadelasanta.com";"";"";
"Hotel";"3";"PUERTA PINARES";"ANSELMO DE LA ORDEN, 41";"42146";"Soria";"Abejar";"ABEJAR";"ABEJAR";"975373557";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"RABEL";"AV. DEL CASTILLO, 84";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987417176";"";"";"";"info@hostalrabel.com";"www.hostalrabel.com";"";"";
"Pensión";"";"EL POSTIGO";"C/LOS MESONES, 20";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"987000000";"";"";"";"";"";"";"";
"Hostal";"1";"HOSTAL JULIAN";"CALLE PADRE JOSÉ NAVARRO, Nº 13";"49800";"Zamora";"Toro";"TORO";"TORO";"980692795";"980692795";"609788019";"980692800";"";"";"";"";
"Hostal";"2";"HOSPEDERIA TRASTAMARA";"AVDA. DE CASTILLA Y LEON, 49";"05440";"Ávila";"Piedralaves";"PIEDRALAVES";"PIEDRALAVES";"918666400";"";"";"918666296";"";"";"";"";
"Hostal Residencia";"1";"ULTREIA";"C/PUENTECILLO, 8";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"987540391";"";"";"";"info@hostalultreia.com";"www.hostalultreia.com";"";"";
"Hotel Residencia";"2";"DON EDMUNDO";"C/LA IGLESIA Nº29";"34880";"Palencia";"Guardo";"GUARDO";"GUARDO";"979852267";"979852267";"979861010";"";"";"";"";"";
"Hotel";"3";"CONDADO DE MIRANDA";"LA PERDIZA, 29";"37660";"Salamanca";"Miranda del Castañar";"MIRANDA DEL CASTAÑAR";"MIRANDA DEL CASTAÑAR";"923432026";"670227883";"";"923432026";"hostal-condado@hotmail.com";"";"";"";
